Id,SalePrice
1461,127550.0
1462,151875.0
1463,192000.0
1464,185500.0
1465,193000.0
1466,188500.0
1467,179800.0
1468,177540.0
1469,181900.1
1470,114520.0
1471,195904.0
1472,100650.0
1473,98910.0
1474,163775.0
1475,149315.0
1476,420416.4
1477,259275.0
1478,317750.0
1479,245419.3
1480,466288.3
1481,319200.0
1482,221740.0
1483,180635.4
1484,182164.0
1485,171863.2
1486,187690.0
1487,303842.6
1488,245470.0
1489,214644.0
1490,193810.0
1491,196000.0
1492,93150.0
1493,164320.0
1494,316600.0
1495,275600.0
1496,237636.8
1497,196535.0
1498,153365.6
1499,154925.6
1500,142913.3
1501,169100.0
1502,165849.2
1503,267954.4
1504,226630.0
1505,209530.0
1506,184417.0
1507,218475.0
1508,193490.0
1509,166800.0
1510,156990.0
1511,155530.0
1512,181030.0
1513,160640.6
1514,163725.0
1515,178800.0
1516,164390.0
1517,143385.0
1518,134546.4
1519,229475.8
1520,136750.0
1521,150740.0
1522,170950.0
1523,123745.0
1524,118200.0
1525,121128.3
1526,128540.0
1527,103910.0
1528,125163.3
1529,142590.0
1530,178228.5
1531,134390.0
1532,99460.0
1533,157300.0
1534,115975.0
1535,164310.0
1536,115856.0
1537,82897.1
1538,216496.3
1539,274775.2
1540,116290.0
1541,145733.2
1542,173280.0
1543,231082.5
1544,100125.0
1545,94640.0
1546,122240.0
1547,148650.0
1548,151293.4
1549,118695.0
1550,144800.0
1551,116053.0
1552,149870.0
1553,145757.5
1554,110640.4
1555,163090.0
1556,92050.0
1557,145995.0
1558,81840.0
1559,130640.0
1560,168500.0
1561,166830.0
1562,127225.0
1563,123190.0
1564,164257.4
1565,169090.0
1566,236623.5
1567,80750.0
1568,231447.0
1569,148645.0
1570,116185.0
1571,148050.0
1572,149530.0
1573,239317.0
1574,113201.8
1575,206135.0
1576,212025.0
1577,207844.0
1578,149434.0
1579,140150.0
1580,191466.5
1581,144190.0
1582,132700.0
1583,318830.0
1584,257390.0
1585,143155.0
1586,72581.1
1587,105200.0
1588,152640.0
1589,110975.0
1590,134563.7
1591,103905.0
1592,125930.0
1593,115180.0
1594,156140.5
1595,116870.0
1596,248824.0
1597,182655.3
1598,178240.0
1599,220000.0
1600,186600.0
1601,87490.0
1602,108565.0
1603,85947.6
1604,282450.0
1605,247430.0
1606,176190.0
1607,174680.5
1608,223485.9
1609,199532.5
1610,169392.2
1611,154170.0
1612,161710.8
1613,170800.0
1614,120440.0
1615,84100.0
1616,78099.3
1617,88300.0
1618,127850.0
1619,137715.0
1620,177095.3
1621,140150.0
1622,145290.0
1623,300100.0
1624,203340.0
1625,116828.3
1626,187887.0
1627,195800.0
1628,284241.8
1629,170300.0
1630,336212.0
1631,223550.1
1632,240935.0
1633,170073.2
1634,181500.0
1635,172580.0
1636,162450.0
1637,189230.0
1638,206550.0
1639,181990.0
1640,254230.0
1641,186900.0
1642,231876.8
1643,227210.0
1644,215210.0
1645,192070.0
1646,155080.0
1647,155353.5
1648,148675.0
1649,145870.0
1650,119200.0
1651,118405.0
1652,94160.0
1653,94750.0
1654,162550.0
1655,160665.0
1656,153840.0
1657,156800.0
1658,168090.0
1659,148635.0
1660,135345.0
1661,409250.3
1662,388528.9
1663,385139.7
1664,403290.1
1665,323240.5
1666,339090.2
1667,380578.8
1668,358609.2
1669,319721.6
1670,359504.2
1671,248197.8
1672,469509.9
1673,323275.8
1674,258845.0
1675,193450.0
1676,189873.2
1677,210067.0
1678,409499.4
1679,402355.2
1680,362843.5
1681,276539.2
1682,308807.7
1683,189599.0
1684,170313.5
1685,173332.2
1686,169598.5
1687,171133.2
1688,177920.0
1689,184290.0
1690,179600.0
1691,175000.0
1692,274038.2
1693,173763.2
1694,189320.0
1695,164760.0
1696,271373.5
1697,170440.0
1698,334526.8
1699,338541.7
1700,253155.0
1701,251547.7
1702,261214.3
1703,244687.1
1704,285887.2
1705,249103.4
1706,383298.1
1707,220330.0
1708,219747.0
1709,298831.1
1710,227436.4
1711,265667.2
1712,243243.5
1713,258894.4
1714,222034.0
1715,199560.0
1716,175100.0
1717,169390.0
1718,132730.0
1719,192630.0
1720,261485.0
1721,169470.0
1722,134350.0
1723,159840.0
1724,205732.6
1725,229050.0
1726,194750.0
1727,163768.2
1728,196276.5
1729,164925.0
1730,170025.8
1731,121010.0
1732,142413.3
1733,127300.0
1734,134520.0
1735,124883.3
1736,117040.0
1737,387940.0
1738,200420.0
1739,253700.8
1740,196618.2
1741,172380.0
1742,167960.0
1743,181900.0
1744,296360.0
1745,258995.0
1746,258240.0
1747,229073.0
1748,210390.0
1749,163989.0
1750,149185.0
1751,232590.0
1752,120250.0
1753,166767.0
1754,219490.0
1755,162960.0
1756,117288.3
1757,120700.0
1758,148165.9
1759,173390.0
1760,161040.0
1761,151660.0
1762,199490.0
1763,185787.0
1764,119940.0
1765,166390.0
1766,191937.0
1767,208750.0
1768,140400.0
1769,157882.5
1770,139420.0
1771,146545.0
1772,148565.0
1773,153000.0
1774,149472.3
1775,137265.0
1776,120500.0
1777,115640.0
1778,130280.0
1779,122150.0
1780,187950.0
1781,142845.0
1782,94670.0
1783,127020.0
1784,82067.6
1785,106460.0
1786,165835.0
1787,163108.0
1788,60420.0
1789,100730.0
1790,91440.0
1791,168150.0
1792,151080.0
1793,142625.0
1794,137790.0
1795,139040.0
1796,117100.0
1797,113849.3
1798,125910.0
1799,123080.0
1800,127050.0
